ear,blink_rate,smile_ratio,brow_furrow_score,movement_code,tilt_code,emotion,fatigue_score,Predicted_Label
0.318,324,6514598.99,140.52,1,0,3,3.48,Relaxed
0.313,324,65.145,140.73,1,0,3,3.48,Relaxed
0.317,324,47.207,140.09,1,0,1,3.48,Relaxed
0.314,324,6419501.538,140.73,1,0,3,3.48,Relaxed
0.319,324,6609841.148,140.73,1,0,3,3.48,Relaxed
0.312,324,6673080.248,139.18,1,0,3,3.48,Relaxed
0.316,324,6545991.14,140.73,1,0,3,3.48,Relaxed
0.308,324,6640783.086,139.79,1,0,3,3.48,Relaxed
0.305,324,65.145,139.79,1,0,3,3.48,Relaxed
0.285,324,66.098,140.73,1,0,3,3.5,Relaxed
0.286,324,6514598.99,139.79,1,0,3,3.5,Relaxed
0.282,324,6609841.148,139.79,1,0,3,3.5,Relaxed
0.283,324,65.145,140.12,1,0,3,3.5,Relaxed
0.299,324,6609841.148,138.51,1,0,3,3.49,Relaxed
0.299,324,6640783.086,138.24,1,0,3,3.49,Relaxed
0.306,324,6640783.086,138.84,1,0,3,3.48,Relaxed
0.297,324,65.787,139.18,1,0,3,3.49,Relaxed
0.276,324,66.73,138.84,1,0,3,3.46,Relaxed
0.306,324,66.128,141.06,1,0,3,3.44,Relaxed
0.296,324,6578753.681,141.06,1,0,3,3.45,Relaxed
0.309,324,46.76,140.46,1,0,3,3.44,Relaxed
0.317,324,6578753.681,140.12,1,0,3,3.43,Relaxed
0.294,324,65.191,142.68,1,0,3,3.45,Relaxed
0.31,324,46.76,142.34,1,0,3,3.44,Relaxed
0.319,324,66.128,140.8,1,0,3,3.43,Relaxed
0.299,324,6706713.055,141.4,1,0,3,3.45,Relaxed
0.303,324,47.67,142.34,1,0,3,3.44,Relaxed
0.294,324,6612866.247,143.28,1,0,3,3.45,Relaxed
0.302,324,66.128,141.06,1,0,3,3.44,Relaxed
0.303,324,66.128,142.68,1,0,3,3.44,Relaxed
0.297,324,6800735.254,143.28,1,0,3,3.45,Relaxed
0.289,324,68.007,142.34,1,0,3,3.45,Relaxed
0.302,324,6835202.996,141.74,1,0,3,3.44,Relaxed
0.3,324,67.675,141.4,1,0,3,3.44,Relaxed
0.3,324,68.621,141.4,1,0,3,3.45,Relaxed
0.297,324,68.949,142.68,1,0,3,3.45,Relaxed
0.301,324,66.407,143.28,1,0,3,3.44,Relaxed
0.301,324,66.098,143.28,1,0,3,3.44,Relaxed
0.295,324,6735725.648,142.95,1,0,3,3.45,Relaxed
0.301,324,6830812.543,143.28,1,0,3,3.44,Relaxed
0.305,324,6800735.254,145.78,1,0,3,3.44,Relaxed
0.302,324,6767569.726,145.17,1,0,3,3.44,Relaxed
0.299,324,67.357,144.84,1,0,3,3.44,Relaxed
0.29,324,71.168,144.52,1,0,3,3.45,Relaxed
0.306,324,7021395.873,144.84,1,0,3,3.44,Relaxed
0.294,324,6992138.443,146.41,1,0,3,3.45,Relaxed
0.292,324,7021395.873,145.78,1,0,3,3.45,Relaxed
0.284,324,6896375.86,147.71,1,0,3,3.46,Relaxed
0.3,324,70.519,147.05,1,0,3,3.44,Relaxed
0.293,324,7212489.168,148.66,1,0,3,3.45,Relaxed
0.315,324,7212489.168,147.05,1,0,3,3.43,Relaxed
0.301,324,7184010.022,147.71,1,0,3,3.44,Relaxed
0.311,324,7376313.442,148.01,1,0,3,3.43,Relaxed
0.299,324,7376313.442,148.37,1,0,3,3.44,Relaxed
0.306,324,7433034.374,148.66,1,0,3,3.44,Relaxed
0.289,324,71.839,149.33,1,0,4,3.45,Relaxed
0.295,324,7308214.556,150.57,1,0,4,3.45,Relaxed
0.282,324,7280109.889,150.57,1,0,4,3.46,Relaxed
0.287,324,7308214.556,150.57,1,0,4,3.45,Relaxed
0.304,324,7308214.556,150.0,1,0,4,3.44,Relaxed
0.285,324,7376313.442,150.96,1,0,3,3.45,Relaxed
0.292,324,7280109.889,151.24,1,0,3,3.45,Relaxed
0.298,324,72.8,150.0,1,0,3,3.44,Relaxed
0.298,324,7156814.934,151.24,1,0,4,3.44,Relaxed
0.288,324,7280109.889,150.96,1,0,3,3.45,Relaxed
0.285,324,7376313.442,150.96,1,0,3,3.45,Relaxed
0.277,324,7253275.122,151.38,1,0,4,3.46,Relaxed
0.296,324,7446475.676,150.42,1,0,4,3.44,Relaxed
0.284,324,7446475.676,151.38,1,0,4,3.45,Relaxed
0.283,324,7349829.93,150.42,1,0,3,3.45,Relaxed
0.291,324,73.245,151.92,1,0,3,3.44,Relaxed
0.285,324,72.532,152.35,1,0,3,3.45,Relaxed
0.294,324,7446475.676,152.35,1,0,3,3.44,Relaxed
0.283,324,7184010.022,152.35,1,0,3,3.45,Relaxed
0.285,324,74.464,152.61,1,0,3,3.45,Relaxed
0.301,324,7253275.122,151.38,1,0,3,3.44,Relaxed
0.291,324,7446475.676,152.35,1,0,3,3.44,Relaxed
0.28,324,74.464,152.61,1,0,3,3.45,Relaxed
0.28,324,74.464,152.61,1,0,3,3.45,Relaxed
0.299,324,75.431,152.35,1,0,3,3.44,Relaxed
0.298,324,53.521,151.38,1,0,3,3.44,Relaxed
0.273,324,7446475.676,151.38,1,0,3,3.46,Relaxed
0.274,324,7665507.159,150.42,1,0,3,3.45,Relaxed
0.284,324,75.689,149.72,1,0,3,3.45,Relaxed
0.293,324,74.464,151.38,1,0,3,3.44,Relaxed
0.286,324,74.464,151.38,1,0,3,3.44,Relaxed
0.285,324,75.689,149.45,1,0,3,3.44,Relaxed
0.282,324,75.96,150.42,1,0,3,3.45,Relaxed
0.276,324,7500000.0,149.45,1,0,3,3.45,Relaxed
0.267,324,7404052.944,150.42,1,0,3,3.46,Relaxed
0.279,324,7472616.677,151.65,1,0,3,3.45,Relaxed
0.283,324,7569015.788,150.42,1,0,3,3.44,Relaxed
0.269,324,7376313.442,149.72,1,0,3,3.46,Relaxed
0.298,324,7253275.122,149.72,1,0,3,3.43,Relaxed
0.266,324,7280109.889,149.72,1,0,3,3.46,Relaxed
0.303,324,73.762,148.76,1,0,4,3.43,Relaxed
0.281,324,74.464,149.45,1,0,4,3.45,Relaxed
0.288,324,7253275.122,149.45,1,0,3,3.44,Relaxed
0.3,324,7253275.122,149.72,1,0,3,3.43,Relaxed
0.293,324,71.567,150.0,1,0,3,3.44,Relaxed
0.29,324,7156814.934,150.96,1,0,3,3.44,Relaxed
0.287,324,7184010.022,150.0,1,0,3,3.44,Relaxed
0.282,324,7088018.059,149.72,1,0,3,3.44,Relaxed
0.285,324,71.839,150.28,1,0,4,3.44,Relaxed
0.29,324,72.8,149.04,1,0,3,3.44,Relaxed
0.297,324,7184010.022,149.33,1,0,3,3.43,Relaxed
0.284,324,7184010.022,149.33,1,0,3,3.44,Relaxed
0.279,324,7088018.059,149.33,1,0,3,3.44,Relaxed
0.281,324,7088018.059,149.33,1,0,3,3.44,Relaxed
0.297,324,70.604,148.37,1,0,3,3.43,Relaxed
0.291,324,69.921,148.96,1,0,3,3.43,Relaxed
0.286,324,71.168,148.01,1,0,3,3.44,Relaxed
0.284,324,72.124,148.01,1,0,3,3.44,Relaxed
0.298,324,7212489.168,148.01,1,0,3,3.43,Relaxed
0.298,324,73.081,147.71,1,0,3,3.43,Relaxed
0.29,324,7433034.374,146.75,1,0,3,3.43,Relaxed
0.292,324,7212489.168,146.75,1,0,3,3.43,Relaxed
0.282,324,7212489.168,147.71,1,0,3,3.44,Relaxed
0.281,324,73.081,146.75,1,0,3,3.44,Relaxed
0.283,324,73.081,146.75,1,0,3,3.44,Relaxed
0.29,324,70.213,147.71,1,0,3,3.43,Relaxed
0.285,324,71.168,147.71,1,0,3,3.44,Relaxed
0.285,324,71.168,146.75,1,0,3,3.44,Relaxed
0.286,324,71.168,146.75,1,0,3,3.44,Relaxed
0.28,324,74.999,148.01,1,0,3,3.44,Relaxed
0.242,324,7256721.023,145.34,1,0,4,3.47,Relaxed
0.242,324,7766595.136,147.09,1,0,4,3.47,Relaxed
0.252,324,77.877,147.09,1,0,4,3.46,Relaxed
0.256,324,7885429.601,147.3,1,0,4,3.46,Relaxed
0.254,324,7668767.828,147.09,1,0,4,3.46,Relaxed
0.264,324,7668767.828,146.11,1,0,4,3.45,Relaxed
