ear,blink_rate,smile_ratio,brow_furrow_score,movement_code,tilt_code,emotion,fatigue_score,Predicted_Label
0.254,324,7766595.136,147.09,1,0,1,3.46,Relaxed
0.254,324,7766595.136,147.09,1,0,1,3.46,Relaxed
0.259,324,76.485,146.11,1,0,3,3.45,Relaxed
0.262,324,76.485,146.11,1,0,3,3.45,Relaxed
0.256,324,7473285.757,146.11,1,0,4,3.46,Relaxed
0.254,324,54.918,145.91,1,0,4,3.46,Relaxed
0.262,324,7570997.292,146.11,1,0,4,3.45,Relaxed
0.258,324,77.665,147.87,1,0,4,3.45,Relaxed
0.243,324,76.687,146.11,1,0,4,3.46,Relaxed
0.248,324,74.524,145.91,1,0,4,3.46,Relaxed
0.248,324,75.709,145.91,1,0,3,3.46,Relaxed
0.254,324,7570997.292,145.91,1,0,3,3.45,Relaxed
0.245,324,76.485,146.89,1,0,3,3.46,Relaxed
0.246,324,76.485,146.89,1,0,3,3.46,Relaxed
0.255,324,7668767.828,146.89,1,0,3,3.45,Relaxed
0.261,324,7668767.828,146.89,1,0,3,3.45,Relaxed
0.258,324,75.504,146.89,1,0,3,3.45,Relaxed
0.262,324,7668767.828,146.11,1,0,3,3.45,Relaxed
0.257,324,76.485,147.3,1,0,3,3.45,Relaxed
0.254,324,7648529.27,146.89,1,0,3,3.45,Relaxed
0.257,324,75.709,145.91,1,0,3,3.45,Relaxed
0.248,324,75.709,146.89,1,0,3,3.46,Relaxed
0.258,324,76.687,146.89,1,0,3,3.45,Relaxed
0.245,324,73.545,146.89,1,0,3,3.46,Relaxed
0.25,324,74.524,146.89,1,0,3,3.45,Relaxed
0.223,324,76.485,147.09,1,0,4,3.47,Relaxed
0.22,324,7550496.672,148.07,1,0,4,3.48,Relaxed
0.22,324,7648529.27,148.07,1,0,4,3.48,Relaxed
0.21,324,7766595.136,147.87,1,0,4,3.48,Relaxed
0.21,324,7668767.828,148.07,1,0,4,3.48,Relaxed
0.209,324,7668767.828,148.07,1,0,4,3.48,Relaxed
0.209,324,7668767.828,148.07,1,0,4,3.48,Relaxed
0.209,324,7766595.136,148.07,1,0,4,3.48,Relaxed
0.219,324,77.665,147.09,1,0,4,3.47,Relaxed
0.233,330,77.465,147.09,1,0,4,3.53,Relaxed
0.218,330,76.485,147.09,1,0,4,3.54,Relaxed
0.222,330,7648529.27,148.07,1,0,4,3.53,Relaxed
0.219,330,77.465,147.09,1,0,4,3.54,Relaxed
0.206,330,7648529.27,147.09,1,0,3,3.54,Relaxed
0.207,330,7648529.27,147.3,1,0,3,3.54,Relaxed
0.201,330,77.465,148.07,1,0,4,3.55,Relaxed
0.201,330,77.465,148.07,1,0,4,3.55,Relaxed
0.221,330,7648529.27,148.28,1,0,4,3.53,Relaxed
0.214,330,75.504,147.09,1,0,4,3.54,Relaxed
0.21,330,75.504,148.07,1,0,4,3.54,Relaxed
0.202,330,74.524,147.09,1,0,4,3.55,Relaxed
0.207,330,76.485,147.09,1,0,4,3.54,Relaxed
0.227,330,75.504,147.09,1,0,4,3.53,Relaxed
0.225,330,7550496.672,146.89,1,0,3,3.53,Relaxed
0.225,330,76.687,146.89,1,0,3,3.53,Relaxed
0.207,330,77.465,148.07,1,0,3,3.54,Relaxed
0.211,330,76.687,149.05,1,0,3,3.54,Relaxed
0.218,330,76.485,148.07,1,0,4,3.53,Relaxed
0.21,330,7452516.354,147.09,1,0,4,3.54,Relaxed
0.202,330,76.485,146.89,1,0,4,3.54,Relaxed
0.196,330,7648529.27,146.89,1,0,4,3.55,Relaxed
0.206,330,7864477.096,148.28,1,0,4,3.54,Relaxed
0.213,330,78.644,148.28,1,0,4,3.53,Relaxed
0.207,330,54.378,148.28,1,0,4,3.54,Relaxed
0.22,330,76.485,148.28,1,0,4,3.53,Relaxed
0.214,330,7570997.292,148.28,1,0,3,3.53,Relaxed
0.214,330,7570997.292,148.07,1,0,3,3.53,Relaxed
0.207,330,7766595.136,148.07,1,0,4,3.54,Relaxed
0.204,330,77.665,148.07,1,0,4,3.54,Relaxed
0.22,330,7648529.27,148.28,1,0,3,3.53,Relaxed
0.214,330,79.83,148.28,1,0,3,3.53,Relaxed
0.205,330,7727871.635,147.3,1,0,4,3.54,Relaxed
0.212,330,7746612.163,147.3,1,0,4,3.53,Relaxed
0.213,330,77.465,147.3,1,0,4,3.53,Relaxed
0.211,330,75.504,147.3,1,0,4,3.53,Relaxed
0.206,330,7864477.096,147.3,1,0,4,3.53,Relaxed
0.213,330,7844743.463,147.09,1,0,4,3.53,Relaxed
0.214,330,7766595.136,148.28,1,0,4,3.53,Relaxed
0.21,330,7766595.136,148.28,1,0,4,3.53,Relaxed
0.206,330,7766595.136,148.07,1,0,4,3.53,Relaxed
0.209,330,54.226,147.09,1,0,4,3.53,Relaxed
0.21,330,77.665,147.3,1,0,4,3.53,Relaxed
0.21,330,75.709,147.3,1,0,4,3.53,Relaxed
0.202,330,7375635.566,147.3,1,0,4,3.54,Relaxed
0.203,330,74.953,147.3,1,0,4,3.53,Relaxed
0.23,330,7668767.828,147.09,1,0,4,3.51,Relaxed
0.212,330,7766595.136,147.09,1,0,4,3.53,Relaxed
0.211,330,7668767.828,148.28,1,0,4,3.53,Relaxed
0.201,330,7668767.828,147.09,1,0,3,3.53,Relaxed
0.217,330,7495331.881,148.07,1,0,3,3.52,Relaxed
0.201,330,74.953,148.07,1,0,4,3.53,Relaxed
0.216,330,7570997.292,148.07,1,0,3,3.52,Relaxed
0.202,330,7592759.709,148.07,1,0,3,3.53,Relaxed
0.22,330,75.927,148.28,1,0,3,3.52,Relaxed
0.216,330,76.902,148.28,1,0,4,3.52,Relaxed
0.207,330,7690253.572,148.28,1,0,4,3.53,Relaxed
0.217,330,7668767.828,147.09,1,0,4,3.52,Relaxed
0.221,330,7668767.828,147.09,1,0,4,3.52,Relaxed
0.217,330,7473285.757,147.51,1,0,4,3.52,Relaxed
0.209,330,7473285.757,147.3,1,0,4,3.52,Relaxed
0.215,330,74.732,147.09,1,0,4,3.52,Relaxed
0.23,336,74.953,148.07,1,0,4,3.57,Relaxed
0.212,336,7473285.757,147.51,1,0,4,3.58,Relaxed
0.207,336,7570997.292,148.28,1,0,3,3.59,Relaxed
0.21,336,7570997.292,147.3,1,0,4,3.58,Relaxed
0.203,336,7668767.828,148.28,1,0,3,3.59,Relaxed
0.207,336,7592759.709,148.28,1,0,3,3.59,Relaxed
0.207,336,76.902,148.28,1,0,4,3.58,Relaxed
0.215,336,7668767.828,147.3,1,0,3,3.58,Relaxed
0.221,336,7592759.709,147.3,1,0,3,3.57,Relaxed
0.221,336,7570997.292,147.3,1,0,3,3.57,Relaxed
0.206,336,7473285.757,147.3,1,0,4,3.58,Relaxed
0.206,336,7570997.292,147.09,1,0,4,3.58,Relaxed
0.217,336,7495331.881,147.3,1,0,4,3.58,Relaxed
0.202,336,7570997.292,147.3,1,0,4,3.59,Relaxed
0.2,336,7690253.572,147.51,1,0,4,3.59,Relaxed
0.209,336,74.953,147.51,1,0,4,3.58,Relaxed
0.219,336,76.902,149.05,1,0,4,3.57,Relaxed
0.21,336,7690253.572,148.07,1,0,4,3.58,Relaxed
0.223,336,7787810.989,147.09,1,0,4,3.57,Relaxed
0.216,336,75.709,147.09,1,0,4,3.57,Relaxed
0.204,336,7592759.709,147.3,1,0,3,3.58,Relaxed
0.205,336,7570997.292,147.09,1,0,3,3.58,Relaxed
0.219,336,75.927,147.09,1,0,4,3.57,Relaxed
0.212,336,75.927,147.09,1,0,4,3.58,Relaxed
0.21,336,7592759.709,147.3,1,0,4,3.58,Relaxed
0.203,336,7495331.881,147.3,1,0,4,3.58,Relaxed
0.201,336,7787810.989,148.28,1,0,4,3.58,Relaxed
0.213,336,77.665,147.3,1,0,4,3.57,Relaxed
0.209,336,74.953,148.28,1,0,4,3.58,Relaxed
0.206,336,7495331.881,148.28,1,0,4,3.58,Relaxed
0.208,336,7592759.709,148.28,1,0,3,3.57,Relaxed
0.196,336,75.927,147.3,1,0,3,3.58,Relaxed
0.21,336,7690253.572,146.11,1,0,3,3.57,Relaxed
0.203,336,7690253.572,147.09,1,0,3,3.58,Relaxed
0.193,336,7495331.881,147.3,1,0,3,3.58,Relaxed
0.201,336,74.953,147.51,1,0,3,3.58,Relaxed
0.197,336,77.665,148.49,1,0,4,3.58,Relaxed
0.207,336,7495331.881,148.07,1,0,3,3.57,Relaxed
0.206,336,7495331.881,148.28,1,0,3,3.57,Relaxed
0.216,336,7787810.989,147.51,1,0,3,3.57,Relaxed
0.216,336,7668767.828,147.51,1,0,3,3.57,Relaxed
0.223,336,7668767.828,147.51,1,0,3,3.56,Relaxed
0.206,336,75.927,148.71,1,0,3,3.57,Relaxed
0.205,336,7592759.709,148.71,1,0,3,3.57,Relaxed
0.204,336,7712976.079,148.49,1,0,4,3.57,Relaxed
0.209,336,75.927,148.49,1,0,4,3.57,Relaxed
0.217,336,7885429.601,148.49,1,0,3,3.56,Relaxed
0.217,336,78.854,148.49,1,0,3,3.56,Relaxed
0.22,336,7787810.989,147.51,1,0,3,3.56,Relaxed
0.2,336,76.902,147.51,1,0,4,3.57,Relaxed
0.216,336,7592759.709,147.73,1,0,3,3.56,Relaxed
0.213,336,7615773.106,147.73,1,0,3,3.56,Relaxed
0.216,336,7518643.495,147.73,1,0,3,3.56,Relaxed
0.219,336,7473285.757,147.73,1,0,4,3.56,Relaxed
0.213,336,7495331.881,147.73,1,0,3,3.56,Relaxed
0.213,336,74.953,147.73,1,0,3,3.56,Relaxed
0.213,336,73.979,147.73,1,0,3,3.56,Relaxed
0.226,336,53.0,147.73,1,0,4,3.55,Relaxed
0.221,336,75.927,147.73,1,0,4,3.56,Relaxed
0.226,336,74.732,148.71,1,0,3,3.55,Relaxed
0.222,336,74.732,148.71,1,0,4,3.56,Relaxed
0.222,336,7375635.566,147.51,1,0,4,3.55,Relaxed
0.215,336,7375635.566,147.51,1,0,4,3.56,Relaxed
0.2,336,74.524,147.73,1,0,4,3.57,Relaxed
0.207,336,7452516.354,147.73,1,0,4,3.57,Relaxed
0.195,336,7354590.403,147.51,1,0,4,3.57,Relaxed
0.202,336,74.732,147.51,1,0,4,3.57,Relaxed
0.217,336,7397972.695,147.51,1,0,4,3.56,Relaxed
0.215,336,7375635.566,147.51,1,0,4,3.56,Relaxed
0.2,336,52.844,147.51,1,0,4,3.57,Relaxed
0.201,336,7592759.709,147.51,1,0,4,3.57,Relaxed
0.174,336,7495331.881,147.51,1,0,3,3.59,Relaxed
0.176,336,7787810.989,147.51,1,0,3,3.59,Relaxed
0.191,336,77.877,148.49,1,0,2,3.57,Relaxed
0.179,336,7907591.289,147.51,1,0,2,3.58,Relaxed
0.182,336,7375635.566,147.73,1,0,3,3.58,Relaxed
0.182,336,74.732,147.73,1,0,3,3.58,Relaxed
0.182,336,7473285.757,146.54,1,0,2,3.58,Relaxed
0.182,336,75.709,146.54,1,0,2,3.58,Relaxed
0.176,336,7668767.828,147.51,1,0,3,3.58,Relaxed
0.172,336,7570997.292,147.51,1,0,3,3.59,Relaxed
0.179,336,7570997.292,147.51,1,0,3,3.58,Relaxed
0.173,336,7690253.572,147.3,1,0,3,3.59,Relaxed
0.173,336,7592759.709,147.51,1,0,3,3.59,Relaxed
0.175,336,75.709,147.51,1,0,3,3.58,Relaxed
0.18,336,7550496.672,147.51,1,0,3,3.58,Relaxed
0.174,336,7570997.292,147.51,1,0,3,3.58,Relaxed
0.138,336,78.644,147.51,1,0,3,3.61,Relaxed
0.144,336,7668767.828,147.51,1,0,3,3.61,Relaxed
0.137,336,7864477.096,147.51,1,0,3,3.61,Relaxed
0.038,336,7885429.601,148.28,1,0,3,3.69,Relaxed
0.026,336,7668767.828,147.51,1,0,3,3.69,Relaxed
0.044,336,74.732,146.32,1,0,3,3.68,Relaxed
0.053,336,7452516.354,147.51,1,0,3,3.67,Relaxed
0.059,336,7256721.023,147.3,1,0,3,3.67,Relaxed
0.057,336,7746612.163,148.28,1,0,3,3.67,Relaxed
0.053,336,7648529.27,148.28,1,0,3,3.67,Relaxed
0.145,336,78.644,147.09,1,0,2,3.6,Relaxed
0.149,336,7766595.136,147.3,1,0,2,3.6,Relaxed
0.168,336,7766595.136,147.3,1,0,2,3.59,Relaxed
0.175,336,7766595.136,147.3,1,0,2,3.58,Relaxed
0.181,336,77.465,147.3,1,0,2,3.58,Relaxed
0.183,336,7746612.163,148.28,1,0,2,3.57,Relaxed
0.176,336,7746612.163,147.51,1,0,2,3.58,Relaxed
0.182,336,7452516.354,147.51,1,0,2,3.57,Relaxed
0.176,336,7433034.374,148.49,1,0,2,3.58,Relaxed
0.176,336,75.504,148.49,1,0,2,3.58,Relaxed
0.174,336,7550496.672,148.28,1,0,2,3.58,Relaxed
0.165,336,7648529.27,148.28,1,0,2,3.58,Relaxed
0.173,336,7746612.163,148.28,1,0,2,3.58,Relaxed
0.173,336,7648529.27,148.28,1,0,2,3.58,Relaxed
0.179,336,7844743.463,149.25,1,0,2,3.57,Relaxed
0.179,336,7746612.163,148.28,1,0,2,3.57,Relaxed
0.179,336,7844743.463,148.28,1,0,2,3.57,Relaxed
0.176,336,7746612.163,148.07,1,0,3,3.57,Relaxed
0.191,336,77.465,148.85,1,0,3,3.56,Relaxed
0.17,336,7844743.463,148.85,1,0,3,3.58,Relaxed
0.178,336,7433034.374,148.66,1,0,2,3.57,Relaxed
0.178,336,7531268.154,148.66,1,0,2,3.57,Relaxed
0.171,336,77.103,148.3,1,0,4,3.58,Relaxed
0.179,336,78.089,149.28,1,0,4,3.57,Relaxed
0.173,336,7481310.046,150.1,1,0,2,3.57,Relaxed
0.169,336,7496665.926,149.11,1,0,2,3.58,Relaxed
0.184,336,7778174.593,149.78,1,0,2,3.57,Relaxed
0.194,336,77.781,149.78,1,0,2,3.56,Relaxed
0.19,336,7877182.237,150.34,1,0,2,3.56,Relaxed
0.183,336,78.771,150.47,1,0,2,3.56,Relaxed
0.184,336,7851751.397,151.08,1,0,3,3.56,Relaxed
0.185,336,7741446.893,151.08,1,0,3,3.56,Relaxed
0.191,336,7831347.266,150.85,1,0,2,3.56,Relaxed
0.19,336,79.403,150.85,1,0,2,3.56,Relaxed
0.199,336,78.23,151.4,1,0,4,3.55,Relaxed
0.18,336,7823042.886,149.48,1,0,4,3.56,Relaxed
0.176,336,79.1,151.27,1,0,3,3.57,Relaxed
0.173,336,8015609.771,150.27,1,0,3,3.57,Relaxed
0.188,336,8002499.609,152.08,1,0,3,3.56,Relaxed
0.179,336,8005623.024,152.08,1,0,3,3.56,Relaxed
0.186,336,8300000.0,152.01,1,0,3,3.56,Relaxed
0.195,336,8100000.0,152.01,1,0,3,3.55,Relaxed
0.194,336,8100617.26,154.01,1,0,3,3.55,Relaxed
0.199,336,8002499.609,153.01,1,0,3,3.55,Relaxed
0.176,336,8205485.97,155.08,1,0,3,3.56,Relaxed
0.182,336,8105553.652,154.12,1,0,3,3.56,Relaxed
0.189,336,81.098,154.26,1,0,3,3.55,Relaxed
0.181,336,8009993.758,155.26,1,0,3,3.56,Relaxed
0.175,336,8115417.426,155.26,1,0,3,3.56,Relaxed
0.175,336,8221921.916,155.63,1,0,4,3.56,Relaxed
0.176,336,8039900.497,155.93,1,0,3,3.56,Relaxed
0.177,336,8139410.298,156.04,1,0,3,3.56,Relaxed
0.165,336,8075270.893,156.55,1,0,3,3.57,Relaxed
0.181,336,8161494.961,156.42,1,0,3,3.56,Relaxed
0.156,336,83.186,156.18,1,0,3,3.58,Relaxed
0.189,336,8287339.742,157.0,1,0,3,3.55,Relaxed
0.186,336,8023091.673,156.11,1,0,3,3.55,Relaxed
0.186,336,81.393,156.71,1,0,3,3.55,Relaxed
0.18,336,7983107.165,156.95,1,0,3,3.56,Relaxed
0.195,336,8041144.197,156.73,1,0,3,3.55,Relaxed
0.198,336,8102468.76,155.96,1,0,0,3.54,Relaxed
0.187,336,8102468.76,157.65,1,0,0,3.55,Relaxed
0.181,336,8080841.54,157.89,1,0,0,3.56,Relaxed
0.186,336,8464632.302,155.5,1,0,3,3.55,Relaxed
0.183,336,81.743,156.89,1,0,3,3.55,Relaxed
0.172,336,8200609.733,158.52,1,0,3,3.56,Relaxed
0.174,336,8256512.581,156.85,1,0,3,3.56,Relaxed
0.181,336,8324061.509,157.8,1,0,3,3.56,Relaxed
0.188,336,84.118,156.54,1,0,3,3.55,Relaxed
0.195,336,8477027.781,157.81,1,0,3,3.54,Relaxed
0.176,336,8254089.895,157.66,1,0,3,3.56,Relaxed
0.169,336,8032434.251,157.31,1,0,3,3.56,Relaxed
0.189,336,8228000.972,155.24,1,0,3,3.55,Relaxed
0.186,336,8134494.453,157.47,1,0,3,3.55,Relaxed
0.214,336,80.411,155.47,1,0,3,3.53,Relaxed
0.2,336,8134494.453,156.39,1,0,3,3.54,Relaxed
0.186,336,82.078,156.26,1,0,3,3.55,Relaxed
0.202,336,8207923.002,156.67,1,0,3,3.54,Relaxed
0.205,336,8246211.251,155.68,1,0,3,3.54,Relaxed
0.186,336,8246211.251,155.68,1,0,3,3.55,Relaxed
0.195,336,8154140.053,153.45,1,0,3,3.54,Relaxed
0.193,336,8115417.426,154.78,1,0,3,3.54,Relaxed
0.192,336,81.024,154.3,1,0,3,3.55,Relaxed
0.195,336,8154140.053,154.3,1,0,3,3.54,Relaxed
0.209,336,7970570.87,152.5,1,0,3,3.53,Relaxed
0.195,336,8062257.748,154.29,1,0,3,3.54,Relaxed
0.199,336,8062257.748,154.29,1,0,3,3.54,Relaxed
0.203,336,8193900.17,154.74,1,0,3,3.54,Relaxed
0.183,336,8154140.053,155.63,1,0,3,3.55,Relaxed
0.162,336,8285529.555,153.39,1,0,3,3.57,Relaxed
0.16,336,8285529.555,153.85,1,0,3,3.57,Relaxed
0.189,336,82.346,152.5,1,0,3,3.55,Relaxed
0.195,336,8234682.75,153.39,1,0,3,3.54,Relaxed
0.186,336,8276472.679,153.42,1,0,3,3.55,Relaxed
0.17,336,8234682.75,153.42,1,0,3,3.56,Relaxed
0.174,336,79.201,154.74,1,0,3,3.56,Relaxed
0.168,336,8011242.101,154.74,1,0,3,3.56,Relaxed
0.189,336,81.024,155.19,1,0,3,3.55,Relaxed
0.181,336,8052949.77,155.19,1,0,3,3.55,Relaxed
0.205,336,81.938,153.39,1,0,3,3.53,Relaxed
0.19,336,82.346,153.39,1,0,3,3.55,Relaxed
0.196,336,36.466,153.4,1,0,3,3.54,Relaxed
0.204,336,80.622,152.51,1,0,3,3.53,Relaxed
0.195,336,8115417.426,153.87,1,0,3,3.54,Relaxed
0.19,336,8023091.673,154.78,1,0,3,3.54,Relaxed
0.19,336,8077747.211,155.26,1,0,3,3.54,Relaxed
0.17,336,79.849,153.94,1,0,3,3.56,Relaxed
0.179,336,57.118,154.03,1,0,3,3.55,Relaxed
0.204,336,79.849,154.03,1,0,3,3.53,Relaxed
0.202,336,79.119,154.16,1,0,3,3.54,Relaxed
0.202,336,8041144.197,155.08,1,0,3,3.53,Relaxed
0.191,336,7749193.506,153.57,1,0,3,3.54,Relaxed
0.216,336,7877182.237,155.24,1,0,3,3.52,Relaxed
0.227,336,59.033,154.15,1,0,3,3.52,Relaxed
0.212,336,81.596,155.08,1,0,3,3.53,Relaxed
0.216,336,81.908,155.6,1,0,3,3.52,Relaxed
0.213,336,82.218,154.65,1,0,3,3.53,Relaxed
0.217,336,8228000.972,153.38,1,0,3,3.52,Relaxed
0.209,336,80.653,153.69,1,0,3,3.53,Relaxed
0.215,336,82.005,153.08,1,0,3,3.52,Relaxed
