ear,blink_rate,smile_ratio,brow_furrow_score,movement_code,tilt_code,emotion,fatigue_score,Predicted_Label
0.248,0,6519202.405,125.57,1,0,1,0.11,Relaxed
0.261,0,6512296.062,125.57,1,0,1,0.1,Relaxed
0.293,0,6419501.538,125.57,1,0,1,0.08,Relaxed
0.291,0,6319810.124,125.57,1,0,1,0.08,Relaxed
0.285,0,64.124,125.57,1,0,1,0.09,Relaxed
0.276,0,6319810.124,126.57,1,0,1,0.09,Relaxed
0.284,0,6412487.817,125.57,1,0,1,0.09,Relaxed
0.286,0,6612110.102,125.57,1,0,1,0.09,Relaxed
0.273,0,6419501.538,124.58,1,0,1,0.1,Relaxed
0.271,0,6512296.062,125.57,1,0,1,0.1,Relaxed
0.074,0,6412487.817,125.67,1,0,1,0.24,Relaxed
0.061,0,6319810.124,126.48,1,0,1,0.25,Relaxed
0.076,0,6419501.538,125.57,1,0,1,0.24,Relaxed
0.173,0,6512296.062,124.49,1,0,1,0.17,Relaxed
0.166,0,6519202.405,124.49,1,0,1,0.18,Relaxed
0.222,0,6519202.405,124.58,1,0,1,0.13,Relaxed
0.266,6,65.191,124.58,1,0,1,1.3,Relaxed
0.273,6,65.122,125.57,1,0,1,1.3,Relaxed
0.273,6,6419501.538,126.67,1,0,1,1.29,Relaxed
0.301,6,6519202.405,125.78,1,0,1,1.27,Relaxed
0.296,6,6627216.61,125.9,1,0,1,1.28,Relaxed
0.304,6,6527633.568,127.88,1,0,1,1.27,Relaxed
0.312,6,46.308,129.26,1,0,1,1.27,Relaxed
0.306,6,6537583.651,128.72,1,0,1,1.27,Relaxed
0.322,6,6338769.597,129.55,1,0,1,1.26,Relaxed
0.278,6,63.126,124.68,1,0,1,1.29,Relaxed
0.272,6,64.124,124.58,1,0,1,1.3,Relaxed
0.275,6,6319810.124,125.67,1,0,1,1.29,Relaxed
0.255,6,64.124,125.67,1,0,1,1.31,Relaxed
0.259,6,6412487.817,125.67,1,0,1,1.31,Relaxed
0.273,6,6519202.405,125.67,1,0,1,1.3,Relaxed
0.279,6,64.124,125.57,1,0,1,1.29,Relaxed
0.274,6,6412487.817,125.57,1,0,1,1.29,Relaxed
0.255,6,6319810.124,125.57,1,0,1,1.31,Relaxed
0.284,6,6618912.297,125.57,1,0,1,1.29,Relaxed
0.26,6,6519202.405,125.48,1,0,1,1.31,Relaxed
0.07,6,64.776,133.75,1,0,1,1.45,Relaxed
0.27,6,6618912.297,124.58,1,0,1,1.3,Relaxed
0.225,6,6413267.498,129.52,1,0,1,1.33,Relaxed
0.275,6,64.327,129.28,1,0,1,1.29,Relaxed
0.269,6,6432728.814,130.97,1,0,1,1.3,Relaxed
0.287,6,6139218.191,131.47,1,0,1,1.28,Relaxed
0.223,6,6338769.597,123.79,1,0,1,1.33,Relaxed
0.251,6,6519202.405,125.48,1,0,1,1.31,Relaxed
0.285,6,6432728.814,137.79,1,0,1,1.29,Relaxed
0.31,6,6328506.933,124.9,1,0,1,1.27,Relaxed
0.318,6,6236986.452,138.05,1,0,1,1.26,Relaxed
0.305,6,6139218.191,134.63,1,0,1,1.27,Relaxed
0.325,6,6350590.524,127.14,1,0,1,1.26,Relaxed
0.306,6,6356099.433,138.75,1,0,1,1.27,Relaxed
0.309,6,6438167.441,128.27,1,0,1,1.27,Relaxed
0.299,6,64.327,137.77,1,0,1,1.28,Relaxed
0.276,6,6296824.597,140.19,1,0,1,1.29,Relaxed
0.289,6,6181423.784,140.19,1,0,1,1.28,Relaxed
0.278,6,6378871.374,139.71,1,0,1,1.29,Relaxed
0.257,6,6328506.933,127.01,1,0,1,1.31,Relaxed
0.287,6,63.15,139.49,1,0,1,1.28,Relaxed
0.3,6,64.132,141.66,1,0,1,1.28,Relaxed
0.291,6,6395310.782,142.64,1,0,1,1.28,Relaxed
0.296,6,6181423.784,142.41,1,0,1,1.28,Relaxed
0.305,6,6296824.597,142.86,1,0,1,1.27,Relaxed
0.309,6,62.801,141.22,1,0,1,1.27,Relaxed
0.302,6,6280127.387,142.64,1,0,1,1.27,Relaxed
0.29,6,6082762.53,143.39,1,0,1,1.28,Relaxed
0.286,6,6181423.784,142.41,1,0,1,1.29,Relaxed
0.293,6,6264982.043,142.41,1,0,1,1.28,Relaxed
0.289,6,6264982.043,142.64,1,0,1,1.28,Relaxed
0.278,6,6280127.387,142.41,1,0,1,1.29,Relaxed
0.289,6,6181423.784,142.41,1,0,1,1.28,Relaxed
0.299,6,5968249.325,141.44,1,0,1,1.28,Relaxed
0.297,6,59.841,141.66,1,0,1,1.28,Relaxed
0.292,6,6001666.435,141.44,1,0,1,0.78,Relaxed
0.288,6,6100000.0,141.44,1,0,1,0.79,Relaxed
0.298,6,6100000.0,141.22,1,0,1,0.78,Relaxed
0.292,6,6001666.435,141.44,1,0,1,0.78,Relaxed
0.292,6,61.814,141.22,1,0,1,0.78,Relaxed
0.291,6,61.814,141.44,1,0,1,0.78,Relaxed
0.307,6,6181423.784,141.22,1,0,1,0.77,Relaxed
0.292,6,6181423.784,141.22,1,0,1,0.78,Relaxed
0.28,6,61.66,140.81,1,0,1,0.79,Relaxed
0.29,6,6166036.004,141.79,1,0,1,0.78,Relaxed
0.305,6,6166036.004,140.04,1,0,1,0.77,Relaxed
0.299,6,6166036.004,139.83,1,0,1,0.77,Relaxed
0.287,6,60.827,139.83,1,0,1,0.78,Relaxed
0.296,6,6067124.525,139.64,1,0,1,0.78,Relaxed
0.316,6,6280127.387,138.85,1,0,1,0.76,Relaxed
0.293,6,6181423.784,139.64,1,0,1,0.78,Relaxed
0.304,6,62.513,139.64,1,0,1,0.77,Relaxed
0.303,6,62.513,140.62,1,0,1,0.77,Relaxed
0.285,6,62.801,140.81,1,0,1,0.78,Relaxed
0.293,6,61.814,139.64,1,0,1,0.77,Relaxed
0.315,6,61.66,139.64,1,0,1,0.76,Relaxed
0.32,6,6067124.525,138.65,1,0,1,0.75,Relaxed
0.294,6,6181423.784,138.46,1,0,1,0.77,Relaxed
0.297,6,62.649,139.83,1,0,1,0.77,Relaxed
0.277,6,6280127.387,136.69,1,0,1,0.79,Relaxed
0.284,6,6166036.004,137.67,1,0,1,0.78,Relaxed
0.077,6,60.827,140.04,1,0,1,0.93,Relaxed
0.075,6,6100000.0,140.04,1,0,1,0.94,Relaxed
0.068,6,6280127.387,139.27,1,0,1,0.94,Relaxed
0.205,6,61.814,137.1,1,0,1,0.84,Relaxed
0.229,6,6181423.784,136.89,1,0,1,0.82,Relaxed
0.273,12,6493843.238,138.85,1,0,1,1.48,Relaxed
0.274,12,6493843.238,139.06,1,0,1,1.47,Relaxed
0.278,12,6493843.238,141.01,1,0,1,1.47,Relaxed
0.294,12,63.952,140.81,1,0,1,1.46,Relaxed
0.297,12,6477653.896,139.83,1,0,1,1.46,Relaxed
0.303,12,63.788,140.81,1,0,1,1.45,Relaxed
0.3,12,6691038.783,141.6,1,0,1,1.45,Relaxed
0.293,12,6691038.783,141.6,1,0,1,1.46,Relaxed
0.295,12,64.938,140.62,1,0,1,1.45,Relaxed
0.318,12,6493843.238,140.62,1,0,1,1.44,Relaxed
0.296,12,6905070.601,140.43,1,0,1,1.45,Relaxed
0.315,12,6905070.601,139.45,1,0,1,1.44,Relaxed
0.311,12,67.896,140.62,1,0,1,1.44,Relaxed
0.318,12,6789698.079,140.62,1,0,1,1.43,Relaxed
0.305,12,67.741,140.25,1,0,1,1.44,Relaxed
0.306,12,6789698.079,140.25,1,0,1,1.44,Relaxed
0.311,12,6675327.707,140.43,1,0,1,1.44,Relaxed
0.311,12,6789698.079,140.43,1,0,1,1.43,Relaxed
0.308,12,67.741,140.62,1,0,1,1.44,Relaxed
0.312,12,67.741,140.62,1,0,1,1.43,Relaxed
0.32,12,6691038.783,139.64,1,0,1,1.43,Relaxed
0.328,12,6691038.783,139.64,1,0,1,1.42,Relaxed
0.322,12,6888396.04,139.64,1,0,1,1.42,Relaxed
0.081,12,6378871.374,129.63,1,0,1,1.6,Relaxed
0.282,12,6477653.896,137.48,1,0,1,1.45,Relaxed
0.287,12,6576473.219,136.69,1,0,1,1.45,Relaxed
0.254,12,6477653.896,137.67,1,0,1,1.47,Relaxed
0.074,12,6395310.782,135.92,1,0,1,1.6,Relaxed
0.074,12,6395310.782,135.92,1,0,1,1.6,Relaxed
0.1,12,6675327.707,133.75,1,0,1,1.58,Relaxed
0.287,18,6319810.124,126.57,1,0,1,2.12,Relaxed
0.26,18,64.938,133.75,1,0,1,2.14,Relaxed
0.296,18,6319810.124,127.77,1,0,1,2.11,Relaxed
0.296,18,6477653.896,136.69,1,0,1,2.11,Relaxed
0.29,18,6592419.89,137.48,1,0,1,2.11,Relaxed
0.308,18,6691038.783,137.48,1,0,1,2.09,Relaxed
0.32,18,6691038.783,138.46,1,0,1,2.08,Relaxed
0.311,18,6789698.079,138.28,1,0,1,2.09,Relaxed
0.32,18,6789698.079,139.45,1,0,1,2.08,Relaxed
0.33,18,6576473.219,138.28,1,0,1,2.07,Relaxed
0.33,18,6675327.707,138.28,1,0,1,2.07,Relaxed
0.296,18,6198386.887,137.53,1,0,1,2.1,Relaxed
0.283,18,6100000.0,138.5,1,0,1,2.11,Relaxed
0.343,18,6576473.219,137.48,1,0,1,2.06,Relaxed
0.128,18,6789698.079,134.35,1,0,1,2.22,Relaxed
0.049,18,6477653.896,135.33,1,0,1,2.28,Relaxed
0.051,18,6576473.219,135.15,1,0,1,2.28,Relaxed
0.119,18,6363961.031,135.96,1,0,1,2.22,Relaxed
0.304,24,6576473.219,138.92,1,0,1,2.76,Relaxed
0.303,24,66.753,139.09,1,0,1,2.76,Relaxed
0.312,24,6774215.822,138.92,1,0,1,2.75,Relaxed
0.329,24,6774215.822,138.1,1,0,1,2.73,Relaxed
0.324,24,6760177.512,137.93,1,0,1,2.74,Relaxed
0.333,24,6774215.822,138.92,1,0,1,2.73,Relaxed
0.328,24,6873136.111,137.77,1,0,1,2.73,Relaxed
0.323,24,6675327.707,137.77,1,0,1,2.73,Relaxed
0.068,24,6987131.028,135.79,1,0,1,2.92,Relaxed
0.069,24,6576473.219,136.95,1,0,1,2.92,Relaxed
0.219,24,65.764,136.78,1,0,1,2.81,Relaxed
0.216,24,66.753,136.78,1,0,1,2.81,Relaxed
0.26,30,6562011.887,136.95,1,0,1,3.44,Relaxed
0.265,30,6462971.453,136.95,1,0,1,3.44,Relaxed
0.302,30,6774215.822,137.77,1,0,1,3.41,Relaxed
0.305,30,6774215.822,138.92,1,0,1,3.4,Relaxed
0.31,30,6888396.04,137.61,1,0,1,3.4,Relaxed
0.31,30,6675327.707,137.77,1,0,1,3.39,Relaxed
0.332,30,65.375,139.3,1,0,1,3.38,Relaxed
0.307,30,6228964.601,126.78,1,0,1,3.39,Relaxed
0.327,30,6258594.091,136.56,1,0,1,3.37,Relaxed
0.315,30,6350590.524,127.28,1,0,1,3.37,Relaxed
0.305,30,6319810.124,129.0,1,0,1,3.38,Relaxed
0.304,30,6648308.055,137.19,1,0,1,3.38,Relaxed
0.336,30,6438167.441,138.18,1,0,1,3.35,Relaxed
0.33,30,6328506.933,137.19,1,0,1,3.35,Relaxed
0.316,30,6419501.538,136.94,1,0,1,3.36,Relaxed
0.32,30,6428063.472,138.92,1,0,1,3.36,Relaxed
0.315,30,6220128.616,136.94,1,0,1,3.36,Relaxed
0.308,30,6334824.386,143.1,1,0,1,3.36,Relaxed
0.326,30,6312685.641,136.94,1,0,1,3.35,Relaxed
0.307,30,6413267.498,141.4,1,0,1,3.36,Relaxed
0.328,30,64.124,136.94,1,0,1,3.34,Relaxed
0.316,30,6319810.124,136.82,1,0,1,3.35,Relaxed
0.249,30,6120457.499,134.95,1,0,1,3.4,Relaxed
0.227,30,6120457.499,135.83,1,0,1,3.41,Relaxed
0.075,30,6120457.499,137.06,1,0,1,3.53,Relaxed
0.06,30,61.13,136.07,1,0,1,3.54,Relaxed
0.066,30,6020797.289,136.07,1,0,1,3.53,Relaxed
0.099,30,5921148.537,136.19,1,0,1,3.49,Relaxed
0.093,30,6020797.289,136.07,1,0,1,3.5,Relaxed
0.238,36,6312685.641,137.06,1,0,1,4.04,Relaxed
0.287,36,6328506.933,137.06,1,0,1,4.0,Relaxed
0.278,36,6328506.933,137.06,1,0,1,4.01,Relaxed
0.31,36,6328506.933,137.19,1,0,1,3.98,Relaxed
0.309,36,6428063.472,137.19,1,0,1,3.98,Relaxed
0.32,36,6220128.616,138.18,1,0,1,3.97,Relaxed
0.305,36,6220128.616,138.18,1,0,1,3.98,Relaxed
0.315,36,6428063.472,138.18,1,0,1,3.97,Relaxed
0.315,36,6438167.441,138.18,1,0,1,3.96,Relaxed
0.336,36,6338769.597,138.31,1,0,1,3.95,Relaxed
0.329,36,6328506.933,137.32,1,0,1,3.95,Relaxed
0.324,36,6328506.933,137.19,1,0,1,3.95,Relaxed
0.33,36,6328506.933,137.19,1,0,1,3.94,Relaxed
0.327,36,62.289,138.18,1,0,1,3.95,Relaxed
0.324,36,62.289,139.17,1,0,1,3.95,Relaxed
0.313,36,6338769.597,137.32,1,0,1,3.95,Relaxed
0.306,36,6438167.441,138.18,1,0,1,3.96,Relaxed
0.313,36,6040695.324,138.45,1,0,1,3.95,Relaxed
0.313,36,6040695.324,138.31,1,0,1,3.95,Relaxed
0.322,36,61.522,138.45,1,0,1,3.94,Relaxed
0.322,36,61.4,138.45,1,0,1,3.93,Relaxed
0.302,36,6350590.524,138.45,1,0,1,3.95,Relaxed
0.298,36,62.513,138.45,1,0,1,3.95,Relaxed
0.321,36,65.619,139.44,1,0,1,3.93,Relaxed
0.148,36,6789698.079,133.36,1,0,1,4.06,Relaxed
0.3,36,63.505,140.43,1,0,1,3.94,Relaxed
0.306,36,65.49,139.74,1,0,1,3.93,Relaxed
0.316,36,6239390.996,140.73,1,0,1,3.92,Relaxed
0.315,36,6140032.573,140.89,1,0,1,3.92,Relaxed
0.319,36,6462971.453,141.72,1,0,1,3.92,Relaxed
0.311,36,45.7,140.73,1,0,1,3.92,Relaxed
0.284,36,6181423.784,143.03,1,0,1,3.94,Relaxed
0.283,36,62.801,143.03,1,0,1,3.94,Relaxed
0.103,36,6280127.387,142.21,1,0,1,4.07,Relaxed
0.092,36,6280127.387,143.38,1,0,1,4.08,Relaxed
0.067,36,63.15,144.73,1,0,1,4.1,Relaxed
0.084,36,6708203.932,146.11,1,0,1,4.08,Relaxed
0.175,36,6493843.238,149.05,1,0,0,4.01,Relaxed
0.246,42,6708203.932,150.81,1,0,1,4.59,Relaxed
0.284,42,7021395.873,152.97,1,0,1,4.56,Relaxed
0.301,42,70.858,157.0,1,0,1,4.54,Relaxed
0.225,42,6419501.538,128.56,1,0,1,4.59,Relaxed
0.287,42,74.812,162.12,1,0,1,4.54,Relaxed
0.29,42,7623647.421,168.5,1,0,1,4.54,Relaxed
0.304,42,7731752.712,169.3,1,0,1,4.52,Relaxed
0.303,42,7915806.971,174.18,1,0,1,4.52,Relaxed
0.294,42,81.301,178.18,1,0,1,4.52,Relaxed
0.287,42,8429116.205,185.1,1,0,1,4.52,Relaxed
0.281,42,8528774.824,184.1,1,0,1,4.53,Relaxed
0.28,42,83.294,187.07,1,0,1,4.52,Relaxed
0.278,42,84.213,192.07,1,0,1,4.52,Relaxed
0.272,42,84.379,197.02,1,0,1,4.52,Relaxed
0.277,42,84.29,198.01,1,0,1,4.5,Relaxed
0.258,42,7.935,202.0,1,0,1,4.51,Anxious
0.266,42,45.634,207.0,1,0,1,4.5,Relaxed
0.275,42,96.129,214.01,1,0,1,4.49,Relaxed
0.3,42,0.0,0.0,1,0,1,0.0,Relaxed
0.271,42,101.078,216.02,1,0,1,4.49,Relaxed
0.3,42,0.0,0.0,1,0,1,0.0,Relaxed
0.256,42,10307764.064,218.02,1,0,1,4.49,Relaxed
0.267,42,98.045,215.02,1,0,1,4.48,Relaxed
0.259,42,9608329.72,215.01,1,0,1,4.48,Relaxed
0.3,42,0.0,0.0,1,0,1,0.0,Relaxed
0.139,42,6691038.783,134.97,1,0,1,4.56,Relaxed
0.234,42,6661080.993,136.95,1,0,1,4.49,Relaxed
0.267,42,6319810.124,125.67,1,0,1,4.46,Relaxed
0.275,42,6319810.124,124.58,1,0,1,4.45,Relaxed
0.23,42,6774215.822,136.13,1,0,1,4.48,Relaxed
0.28,42,6312685.641,125.67,1,0,1,4.43,Relaxed
0.264,42,6419501.538,124.58,1,0,1,4.44,Relaxed
0.26,42,6407027.392,124.58,1,0,1,4.43,Relaxed
0.216,42,51.244,109.0,1,0,1,4.47,Relaxed
0.236,42,5408326.913,112.01,1,0,1,4.45,Relaxed
0.258,42,4900000.0,108.42,1,0,1,4.42,Relaxed
0.277,42,48.01,109.2,1,0,1,4.41,Relaxed
0.247,42,26.019,127.74,1,0,1,4.43,Relaxed
0.266,42,6702984.41,130.55,1,0,1,4.41,Relaxed
0.31,42,6239390.996,127.14,1,0,1,4.37,Relaxed
0.304,42,6129437.168,129.12,1,0,1,4.37,Relaxed
0.305,42,6236986.452,138.25,1,0,1,4.36,Relaxed
0.306,42,6118823.416,137.53,1,0,1,4.36,Relaxed
0.278,42,6449806.199,125.03,1,0,1,4.38,Relaxed
0.276,42,6319810.124,125.67,1,0,1,4.37,Relaxed
0.285,42,6312685.641,125.57,1,0,1,4.36,Relaxed
0.335,42,6328506.933,136.19,1,0,1,4.32,Relaxed
0.285,42,6511528.238,138.0,1,0,1,4.36,Relaxed
0.293,42,6395310.782,138.74,1,0,1,4.35,Relaxed
0.298,42,6395310.782,141.66,1,0,1,4.35,Relaxed
0.286,42,62.968,141.89,1,0,1,4.35,Relaxed
0.265,42,6363961.031,127.91,1,0,1,4.37,Relaxed
0.199,42,6319810.124,123.69,1,0,1,4.41,Relaxed
0.203,42,6519202.405,124.58,1,0,1,4.4,Relaxed
0.083,42,6412487.817,125.57,1,0,1,4.48,Relaxed
0.3,42,0.0,0.0,1,0,1,0.0,Relaxed
0.119,42,8809086.218,177.01,1,0,1,4.45,Relaxed
0.1,42,91.087,179.03,1,0,1,4.47,Relaxed
0.207,42,9002221.948,177.0,1,0,1,4.38,Relaxed
0.232,48,9102197.537,176.0,1,0,1,4.96,Relaxed
0.229,48,9102197.537,176.0,1,0,1,4.95,Relaxed
0.228,48,89.022,174.0,1,0,1,4.95,Relaxed
0.239,48,8902246.907,172.0,1,0,1,4.93,Relaxed
0.252,48,9002221.948,172.0,1,0,1,4.91,Relaxed
0.264,48,8800568.163,172.01,1,0,1,4.89,Relaxed
0.249,48,8600000.0,172.01,1,0,1,4.9,Relaxed
0.249,48,8702298.547,171.01,1,0,1,4.89,Relaxed
0.259,48,87.999,172.03,1,0,1,4.87,Relaxed
0.255,48,8800000.0,172.05,1,0,1,4.87,Relaxed
0.264,48,87.005,171.05,1,0,1,4.86,Relaxed
0.3,48,0.0,0.0,1,0,1,0.0,Relaxed
0.258,48,9000555.538,172.05,1,0,1,4.85,Relaxed
0.3,48,0.0,0.0,1,0,1,0.0,Relaxed
0.254,48,89.005,173.03,1,0,1,4.84,Relaxed
0.264,48,62.225,171.07,1,0,1,4.82,Relaxed
0.259,48,8700574.694,173.07,1,0,1,4.82,Relaxed
0.255,48,8700574.694,173.07,1,0,1,4.81,Relaxed
0.263,48,8700574.694,172.14,1,0,1,4.8,Relaxed
0.248,48,40.0,177.1,1,0,2,4.77,Relaxed
0.258,48,9002221.948,181.1,1,0,1,4.76,Relaxed
0.261,48,9002221.948,179.18,1,0,1,4.15,Relaxed
0.269,48,8802272.434,180.18,1,0,0,4.14,Relaxed
0.263,48,8700574.694,179.18,1,0,1,4.14,Relaxed
0.245,48,8805112.151,179.23,1,0,1,4.15,Relaxed
0.249,48,88.05,180.22,1,0,1,4.14,Relaxed
0.268,48,86.022,179.23,1,0,1,4.13,Relaxed
0.271,48,9000555.538,179.23,1,0,2,4.12,Relaxed
0.259,48,8900561.78,180.22,1,0,1,4.12,Relaxed
0.275,48,88.022,180.22,1,0,1,4.11,Relaxed
0.279,48,90.049,179.23,1,0,1,4.1,Relaxed
0.283,48,88.005,181.22,1,0,1,4.09,Relaxed
0.261,48,90.021,182.07,1,0,1,4.11,Relaxed
0.28,48,86.022,182.18,1,0,1,4.09,Relaxed
0.254,48,87.022,182.1,1,0,1,4.1,Relaxed
0.257,48,8902246.907,181.14,1,0,1,4.1,Relaxed
0.264,48,8700574.694,179.14,1,0,1,4.09,Relaxed
0.26,48,8900000.0,180.18,1,0,1,4.09,Relaxed
0.275,48,9004998.612,181.22,1,0,1,4.07,Relaxed
0.281,48,9004998.612,180.22,1,0,1,4.06,Relaxed
0.283,48,8802272.434,181.22,1,0,1,4.06,Relaxed
0.296,48,8905054.744,182.22,1,0,1,4.05,Relaxed
0.25,48,8802272.434,179.18,1,0,1,4.08,Relaxed
0.249,48,8800568.163,179.23,1,0,1,4.08,Relaxed
0.273,48,8902246.907,181.22,1,0,1,4.06,Relaxed
0.262,48,87.051,180.18,1,0,1,4.06,Relaxed
0.284,48,88.022,181.22,1,0,1,4.04,Relaxed
0.268,48,9100549.434,182.1,1,0,1,4.05,Relaxed
0.282,48,89.022,182.22,1,0,1,4.04,Relaxed
0.285,48,89.05,181.22,1,0,1,4.03,Relaxed
0.289,48,8902246.907,181.22,1,0,1,4.03,Relaxed
0.273,48,8705170.877,179.18,1,0,1,4.03,Relaxed
0.296,48,90.021,181.18,1,0,1,4.01,Relaxed
