ear,blink_rate,smile_ratio,brow_furrow_score,movement_code,tilt_code,emotion,fatigue_score,Predicted_Label
0.0,0,0.0,0.0,1,0,1,0.0,Stressed
0.23228020001746175,6,36.99963000369996,90.08884503644167,1,0,1,1.3257898499869039,Relaxed
0.30509655935858704,6,9208691.54657707,194.12624758130983,0,0,1,1.2711775804810599,Relaxed
0.2584042556812183,96,5913543.776789007,139.60659010233005,1,2,2,19.30619680823909,Relaxed
0.2626371130073318,6,62.649193938768946,132.19682295728592,0,2,2,1.2699513482472422,Relaxed
0.22934550752263505,168,4031128.874149274,92.91393867445294,0,1,2,28.235879819294905,Relaxed
0.20815840947825925,210,41.43628434735784,92.65527507918802,0,1,2,30.98186428100268,Stressed
0.23919132904097515,216,4440720.662234903,94.64142856064674,0,1,2,28.37438710038609,Relaxed
0.21279587644588505,120,4130375.285612676,94.64142856064674,0,1,2,14.29332479112508,Relaxed
0.25649712439400474,96,40.31088563263641,95.03683496413377,0,1,2,10.416921172282814,Relaxed
0.20813161930247837,48,41.10919849020403,94.19129471453293,0,0,2,4.874722689850467,Relaxed
0.2084293644199699,102,4210700.65428546,95.1892851112981,0,0,2,9.432633032425631,Relaxed
0.23684744500670527,102,4504442.251822083,104.04326023342406,0,0,1,8.755715752473112,Relaxed
0.25391798239630625,24,52.03792694576129,118.03812943282352,1,0,0,1.990352757745403,Relaxed
0.22312621471755079,12,92.76221160893839,181.4083790788066,1,2,1,1.0153001452529202,Relaxed
0.23495645061432258,30,5500909.015790027,118.00423721205946,1,0,0,2.202905579425521,Relaxed
